sample_id	subpopulation	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
S_01533	tropical_japonica	-0.139253	0.113891	-0.002271	-0.011338	0.008857	-0.015173	-0.020676	-0.010832	-5.2e-05	-0.035363
S_01534	tropical_japonica	-0.256164	0.12784	0.028727	0.000118	-0.014627	-0.032308	-0.020926	0.022658	0.0219	-0.019797
S_01535	tropical_japonica	-0.134176	0.084157	-0.024876	0.020539	-0.01087	0.019231	0.029042	0.00713	0.021156	0.037318
S_01536	tropical_japonica	-0.152295	0.211084	0.009491	-0.012644	0.010015	0.022201	-0.019412	0.004895	0.023795	0.028894
S_01537	tropical_japonica	-0.20988	0.122734	0.001044	0.049216	-0.013304	-0.029978	0.020165	-0.028985	0.006855	-0.012411
S_01538	tropical_japonica	-0.132376	0.120613	0.021242	-0.015126	0.016249	0.012296	-0.002046	0.030309	0.011105	-0.006474
S_01539	tropical_japonica	-0.181607	0.06748	0.011398	-0.005176	0.018682	-0.006723	0.012044	-0.002405	0.013353	-0.004707
S_01540	tropical_japonica	-0.2016	0.101768	-0.023719	-0.01911	0.031783	0.023776	0.008803	-0.003512	-0.004703	-0.018615
S_01541	tropical_japonica	-0.120635	0.152793	-0.049682	-0.005939	0.024308	-0.00797	0.017495	0.001724	-0.030107	0.002318
S_01542	tropical_japonica	-0.171929	0.112359	0.009669	0.026417	0.021874	0.020536	-0.026156	-0.002027	0.008771	-0.004378
S_01543	tropical_japonica	-0.240329	0.148323	0.023238	0.007052	-0.00742	-0.025352	-0.000665	0.005504	0.007257	-0.011666
S_01544	tropical_japonica	-0.201652	0.180715	-0.017043	0.005106	-0.004471	0.008411	-0.002521	-0.01893	0.02784	-0.024205
S_01545	tropical_japonica	-0.276212	0.155639	-0.014577	-0.002264	-0.034945	0.017461	0.048622	0.014389	-0.003827	0.038538
S_01546	tropical_japonica	-0.208854	0.078656	0.037944	0.031033	0.001411	-0.005164	-0.013414	0.017551	-0.036332	-0.032324
S_01547	tropical_japonica	-0.14201	0.185333	-0.006942	0.001194	-0.001166	-0.010562	-0.015774	0.002193	0.026463	0.028101
S_01548	tropical_japonica	-0.27765	0.1266	-0.006905	0.009719	0.0117	0.013586	0.013213	-0.033933	-0.006242	0.003026
S_01549	tropical_japonica	-0.223235	0.213722	-0.03543	-0.001434	-0.020543	0.006706	-0.003646	0.011552	-0.018143	0.000831
S_01550	tropical_japonica	-0.22698	0.207439	-0.012124	-0.021831	-0.014212	0.022539	0.034812	-0.007888	-0.012967	0.028802
S_01551	tropical_japonica	-0.209066	0.122877	0.034728	0.036471	0.044318	-0.027936	0.008081	-0.019538	-0.005349	0.009405
S_01552	tropical_japonica	-0.12974	0.064234	0.034676	0.009574	-0.010052	0.010373	-0.008739	-0.011615	0.010245	-0.002736
S_01553	tropical_japonica	-0.117621	0.074659	0.016688	-0.031722	0.005134	-0.005572	0.018219	0.000638	0.01321	0.002847
S_01554	tropical_japonica	-0.226858	0.097917	0.003804	0.008375	-0.012821	0.036869	-0.019419	-0.00305	-0.055844	-0.033709
S_01555	tropical_japonica	-0.241818	0.145231	0.035966	-0.04928	0.00381	0.021501	-0.014029	-0.016388	0.027276	-0.008965
S_01556	tropical_japonica	-0.183892	0.146261	-0.016065	0.017926	-0.000856	-0.012088	-0.009306	0.010056	0.023614	-0.00627
S_01557	tropical_japonica	-0.177195	0.114971	-0.035463	-0.009909	-0.001057	-0.012957	0.012337	0.005148	0.023854	0.030049
S_01558	tropical_japonica	-0.147241	0.143771	0.016259	0.010696	0.008667	0.000442	0.000515	0.015595	0.017015	0.026868
S_01559	tropical_japonica	-0.19706	0.144369	0.011493	0.01945	-0.008479	-0.001	-0.033836	0.009594	0.018494	-0.013463
S_01560	tropical_japonica	-0.220307	0.211812	-0.018352	0.021301	-0.019419	0.001979	0.031063	-0.036261	-0.012675	0.024708
S_01561	tropical_japonica	-0.267476	0.136466	-0.010619	-0.019254	0.020523	-0.01498	-0.002558	-0.019803	-0.012059	-0.003866
S_01562	tropical_japonica	-0.209004	0.150786	-0.007095	0.00141	-0.00509	-0.012285	0.00748	-0.031409	0.026078	-0.013124
S_01563	tropical_japonica	-0.072627	0.117654	0.015879	-0.007954	0.012264	0.023178	-0.025223	-0.01127	-0.002336	-0.041246
S_01564	tropical_japonica	-0.114147	0.121004	0.00894	-0.027869	-0.024603	-0.014587	0.002179	0.025204	0.001026	0.012029
S_01565	tropical_japonica	-0.228475	0.082336	0.000904	0.026242	0.010626	-0.008294	-0.016115	-0.00591	-0.020161	0.011437
S_01566	tropical_japonica	-0.233904	0.08184	0.010398	-0.00946	0.005921	-0.015452	0.024307	-0.00929	-0.001061	0.01527
S_01567	tropical_japonica	-0.156972	0.067207	-0.024606	-0.020674	0.00921	0.019719	0.017996	-0.035391	-0.011922	0.004825
S_01568	tropical_japonica	-0.178869	0.157793	0.014143	0.005136	0.018281	-0.013095	-0.023133	-0.003963	0.017656	0.015082
S_01569	tropical_japonica	-0.15413	0.11663	-0.022438	-0.012258	0.012845	-0.007599	0.021645	0.029494	0.000157	-0.009109
S_01570	tropical_japonica	-0.174403	0.096773	0.010059	-0.038586	-0.011781	-0.003663	0.011674	-0.010506	-0.025749	-0.009126
S_01571	tropical_japonica	-0.096851	0.106128	-0.023587	-0.002773	-0.01683	-0.007781	0.008047	0.031825	-0.005389	-0.01853
S_01572	tropical_japonica	-0.216698	0.139318	-0.013015	-0.015224	0.035393	0.01424	0.000264	-0.069339	0.001564	-0.013344
S_01573	tropical_japonica	-0.193959	0.180964	0.025456	-0.013469	0.015541	-0.036116	-0.008613	-0.00431	0.03472	0.015391
S_01574	tropical_japonica	-0.170342	0.169377	-0.005906	-0.042374	0.002895	-0.003178	0.015529	0.021154	0.005907	-0.03181
S_01575	tropical_japonica	-0.223905	0.119582	0.016793	0.002555	-0.02885	0.004019	-0.001238	-0.013033	-0.010078	-0.008561
S_01576	tropical_japonica	-0.138654	0.143493	-0.013506	0.002568	-0.007353	-0.004895	0.010968	-0.002278	0.010916	0.003427
S_01577	tropical_japonica	-0.168596	0.167939	0.022465	0.020592	-0.006811	-0.021144	-0.028738	0.00613	0.025763	0.009003
S_01578	tropical_japonica	-0.187504	0.121829	0.015422	0.013207	0.008673	0.009178	0.023185	0.022036	-0.030252	0.010572
S_01579	tropical_japonica	-0.243019	0.051585	0.002901	-0.046335	0.008974	0.026454	-0.000699	-0.005449	-0.019123	-0.009276
S_01580	tropical_japonica	-0.217165	0.191355	-0.011774	-0.01864	0.026127	-0.02552	0.001559	-0.009224	0.001467	-0.016215
S_01581	tropical_japonica	-0.156175	0.164531	0.00751	-0.029373	-0.007768	-0.007802	-0.00138	0.002263	-0.028878	-0.048777
S_01582	tropical_japonica	-0.164477	0.173053	0.026419	0.027714	-0.026079	-0.016874	-0.035076	0.038926	-0.006798	-0.037657
S_01583	tropical_japonica	-0.116686	0.172963	-0.020309	-0.029947	0.006539	0.028928	-0.00862	-0.005954	-0.007998	-0.022024
S_01584	tropical_japonica	-0.166021	0.144261	0.00986	-0.001953	-0.003346	0.020735	-0.011253	0.013775	-0.011462	0.012726
S_01585	tropical_japonica	-0.158387	0.127198	0.04697	0.008058	0.026492	-0.022453	0.059976	0.009749	0.018973	-0.008901
S_01586	tropical_japonica	-0.204926	0.163171	0.002812	0.023204	0.025122	0.010003	0.02951	0.012011	0.020705	-0.004766
S_01587	tropical_japonica	-0.180577	0.134428	0.00142	0.010304	-0.005681	0.028422	0.01489	-0.010659	-0.002775	0.039859
S_01588	tropical_japonica	-0.153728	0.079415	-0.008889	-0.011029	-0.004045	-0.015891	2e-05	0.010322	-0.032563	-0.029125
S_01589	tropical_japonica	-0.232312	0.17257	0.024529	-0.014672	-0.028669	0.031086	-0.002622	0.00684	-0.02815	0.010574
S_01590	tropical_japonica	-0.141992	0.141446	-0.010972	0.005575	0.00056	0.022851	0.029879	0.023608	-0.000147	0.021344
S_01591	tropical_japonica	-0.14138	0.180011	0.00429	-0.035472	-0.005599	-0.0005	0.043424	0.007339	0.00671	-0.024508
S_01592	tropical_japonica	-0.14899	0.169754	0.000733	-0.008654	0.012675	0.020502	-0.023192	-0.006639	0.011372	-0.027533
S_01593	tropical_japonica	-0.212015	0.150519	0.031319	0.006073	0.030812	-0.005039	-0.012845	0.003002	0.021191	0.00579
S_01594	tropical_japonica	-0.185858	0.193945	0.001063	0.008082	0.038609	0.011957	-0.015814	0.018844	-0.002701	0.016683
S_01595	tropical_japonica	-0.177878	0.11453	-0.001276	-0.004296	-0.011621	-0.00504	-0.024027	-0.004849	-0.012949	0.016622
S_01596	tropical_japonica	-0.219258	0.157307	0.009959	0.001879	0.013314	0.000458	-0.019308	-0.035677	0.006229	0.019321
S_01597	tropical_japonica	-0.140868	0.047961	-0.014224	0.005686	-0.018481	0.007659	0.0036	-0.007268	-0.020983	-0.012435
S_01598	tropical_japonica	-0.151863	0.07874	-0.005045	0.000799	0.020151	-0.002568	-0.015397	0.007777	-0.012903	0.023355
S_01599	tropical_japonica	-0.18434	0.058948	0.025318	0.008328	-0.00516	-0.008921	-5.8e-05	0.003984	-0.014907	-0.021965
S_01600	tropical_japonica	-0.293988	0.111733	0.028841	0.013119	0.001808	-0.039469	-0.010773	-0.011629	0.015143	0.000288
S_01601	tropical_japonica	-0.169787	0.141728	0.001263	-0.005743	-0.018139	-0.015114	0.005975	-0.015714	0.01792	-0.032533
S_01602	tropical_japonica	-0.144761	0.121884	-0.047545	-0.037413	-0.018579	-0.02214	0.00847	0.025341	-0.014528	-0.033662
S_01603	tropical_japonica	-0.230947	0.18213	-0.005444	0.019841	-0.006756	0.006186	0.003456	0.016071	0.021789	0.006944
S_01604	tropical_japonica	-0.190451	0.175841	0.008089	0.015679	0.013354	0.029834	0.029134	-0.006121	-0.021863	-0.014882
S_01605	tropical_japonica	-0.055995	0.061118	-0.003242	0.001143	-0.010544	-0.042717	0.010792	0.018285	0.029308	-0.002206
S_01606	tropical_japonica	-0.135342	0.150617	-0.03685	-0.003617	-0.011873	-0.003092	0.005698	0.003567	0.016114	0.024821
S_01607	tropical_japonica	-0.104096	0.156431	-0.006211	-0.006431	0.042604	-0.019758	0.033619	-0.012411	0.002818	0.030241
S_01608	tropical_japonica	-0.186647	0.081241	-0.03433	-0.023481	0.004094	-0.021435	0.005895	0.007761	0.050675	-0.007696
S_01609	tropical_japonica	-0.193918	0.084461	-0.036333	-0.036774	0.021418	-0.010442	0.015582	-0.035811	0.045102	-0.008455
S_01610	tropical_japonica	-0.155728	0.117479	0.021756	0.025714	-0.039285	0.012413	-0.014832	0.018863	0.023341	-0.011507
S_01611	tropical_japonica	-0.238638	0.162312	-0.002816	0.001163	0.017091	0.032317	-0.00037	0.006183	-0.022352	0.00364
S_01612	tropical_japonica	-0.112368	0.191831	0.010702	-0.016377	0.023156	0.01372	0.024253	0.015715	0.010126	0.005906
S_01613	tropical_japonica	-0.132862	0.097778	-0.029849	-0.019056	-0.016989	-0.012327	0.009397	-0.00649	-0.002972	-0.019732
S_01614	tropical_japonica	-0.121853	0.117743	0.017064	-0.02414	0.005648	0.001836	-0.019322	0.025027	-0.001921	0.035308
S_01615	tropical_japonica	-0.174784	0.094567	-0.003667	0.004751	0.023158	-0.016917	0.007237	0.014663	0.024071	-0.018973
S_01616	tropical_japonica	-0.226245	0.126977	-0.006829	0.006627	0.023941	-0.011081	0.018548	-0.022711	-0.008002	-0.009819
S_01617	tropical_japonica	-0.248839	0.067251	0.027838	-0.013915	-0.005656	0.02685	-0.011264	0.010091	-0.00256	0.027394
S_01618	tropical_japonica	-0.136397	0.150217	-0.002796	0.006763	0.025589	0.001871	0.008875	0.006638	0.018618	-0.002206
S_01619	tropical_japonica	-0.181497	0.05497	-0.020833	0.013848	0.016706	0.016718	-0.031565	-0.015802	0.004329	0.024355
S_01620	tropical_japonica	-0.24093	0.13076	-0.031071	-0.027075	0.010049	0.01176	-0.060595	0.007839	0.000395	-0.021705
S_01621	tropical_japonica	-0.230632	0.119508	-0.005175	-0.005062	-0.004286	0.013219	0.01276	-0.023316	0.00135	-0.032098
S_01622	tropical_japonica	-0.236067	0.203051	-0.02976	-0.021533	0.040639	-0.000363	-0.002101	-0.009326	0.007282	0.031057
S_01623	tropical_japonica	-0.153371	0.115726	0.005943	-0.000712	-0.000723	0.025486	0.01491	0.01005	0.00203	-0.00369
S_01624	tropical_japonica	-0.135607	0.22962	-0.003013	0.016693	0.006341	0.008138	0.014322	0.010047	0.01285	0.002583
S_01625	tropical_japonica	-0.189721	0.152837	-0.018501	-0.008314	0.030963	0.01298	-0.043833	0.004355	-0.000536	-0.034407
S_01626	tropical_japonica	-0.161754	0.167816	-0.032486	-0.007959	-0.017166	-0.018393	0.031137	-0.008744	0.014857	-0.016577
S_01627	tropical_japonica	-0.20699	0.135344	0.013949	0.007625	-0.065082	-0.006966	0.008882	-0.037227	-0.032201	-0.031223
S_01628	tropical_japonica	-0.266226	0.061175	-0.026544	-0.007878	-0.035103	-0.008639	0.00035	0.054399	-0.022028	0.016904
S_01629	tropical_japonica	-0.287234	0.181433	-0.012703	0.011756	0.006791	-0.005439	-0.008363	0.013125	-0.011421	0.027063
S_01630	tropical_japonica	-0.137574	0.183228	-0.00521	-0.029719	0.028459	0.010977	-0.018754	0.002638	-0.00641	-0.018528
S_01631	tropical_japonica	-0.201766	0.101174	0.007314	0.003463	-0.002931	-0.006519	0.012315	-0.021582	0.004843	-0.035982
S_01632	tropical_japonica	-0.176213	0.181085	-0.02663	0.016715	0.016923	0.017086	-0.001201	0.019267	0.021655	0.007921
S_01633	tropical_japonica	-0.127296	0.161048	-0.009837	-0.013779	0.016158	0.018535	-0.010991	-0.006075	-0.005225	0.018719
S_01634	tropical_japonica	-0.253079	0.208041	0.007271	-0.032039	-0.020024	-0.007459	-0.006405	0.0001	0.0038	-0.015124
S_01635	tropical_japonica	-0.104825	0.149432	-0.007819	0.019484	-0.022095	0.025321	-0.022613	0.035673	-0.031497	-0.015115
S_01636	tropical_japonica	-0.201703	0.180168	0.006376	0.034282	0.001648	-0.004554	0.026849	0.028901	-0.024445	0.026186
S_01637	tropical_japonica	-0.128972	0.084615	0.00778	-0.010123	-0.027099	0.01518	0.018946	0.006712	-0.01379	0.023654
S_01638	tropical_japonica	-0.184951	0.157369	-0.010198	-0.02821	0.006872	0.010869	0.007587	0.014869	0.034834	-0.008183
S_01639	tropical_japonica	-0.273711	0.184019	-0.007819	-0.021278	-0.027643	0.019758	-0.015062	-0.012991	0.009924	0.007565
S_01640	tropical_japonica	-0.192437	0.121289	-0.037299	0.038485	-0.050077	-0.001058	-0.023601	-0.005028	-0.00537	0.004543
S_01641	tropical_japonica	-0.178431	0.01222	0.02259	0.002137	-0.019981	-0.00205	-0.015021	-0.060013	0.028298	0.029331
S_01642	tropical_japonica	-0.157755	0.197563	0.020238	-0.007754	0.000735	-0.00323	0.006966	-0.020594	0.020484	-0.000745
S_01643	tropical_japonica	-0.189301	0.169847	0.003022	-0.007363	-0.005502	-0.044559	0.023162	0.008088	0.004484	0.033476
S_01644	tropical_japonica	-0.220271	0.146475	-0.015085	0.021983	-0.025193	0.021967	0.024268	0.007565	0.02803	-0.004674
S_01645	tropical_japonica	-0.2118	0.168914	-0.017154	-0.001519	0.018239	0.017877	0.000175	-0.023665	0.013712	-0.013097
S_01646	tropical_japonica	-0.185262	0.027776	0.028712	0.008764	-0.015418	0.007345	-0.019553	0.021508	-0.005926	0.009529
S_01647	tropical_japonica	-0.155474	0.232791	0.036782	0.030979	0.017898	0.02604	-0.032425	0.011113	-0.024531	-0.021566
S_01648	tropical_japonica	-0.117069	0.131891	-0.026684	-0.025308	0.018501	0.010921	0.005013	-0.033624	0.000744	0.016654
S_01649	tropical_japonica	-0.235417	0.082325	-0.004984	0.000336	0.017144	-0.018815	-0.008866	0.008378	0.020364	0.01002
S_01650	tropical_japonica	-0.20218	0.075626	0.035949	0.014437	-0.015502	-0.012298	0.000112	0.005837	-0.013522	0.024984
S_01651	tropical_japonica	-0.124443	0.155242	0.00384	-0.013924	-0.004551	-0.02321	0.017172	0.022089	0.005	0.038482
S_01652	tropical_japonica	-0.181721	0.137111	0.02501	-0.031081	0.007735	-0.031918	-0.031561	-0.002924	-0.018034	0.013747
S_01653	tropical_japonica	-0.210084	0.240589	0.010113	-0.015383	0.007187	0.013523	0.043234	-0.024917	-0.001545	0.021067
S_01654	tropical_japonica	-0.17229	0.113508	-0.018491	-0.004143	0.024876	0.010943	0.006345	0.030581	-0.003352	-0.001147
S_01655	tropical_japonica	-0.217553	0.06986	0.009277	-0.028279	0.001534	0.026874	0.013307	0.017627	-0.029417	-0.000432
S_01656	tropical_japonica	-0.133489	0.087903	0.008608	-0.024437	-0.023721	0.011977	-0.01156	-0.001056	0.023198	-0.020009
S_01657	tropical_japonica	-0.050217	0.197074	-0.010369	0.024169	0.015342	0.016934	-0.003315	0.021597	0.01263	0.014794
S_01658	tropical_japonica	-0.167314	0.146586	-0.00357	-0.026772	-0.000283	-0.019598	-0.000261	0.015789	0.031166	-0.021307
S_01659	tropical_japonica	-0.224162	0.091722	0.007639	0.012507	-0.008495	-0.003869	0.057446	-0.008808	-0.012676	-0.019844
S_01660	tropical_japonica	-0.253907	0.19602	0.024261	-0.008959	0.024	-0.002512	-0.006338	-0.000586	-0.040063	-0.021398
S_01661	tropical_japonica	-0.175287	0.16262	0.001401	-0.00317	0.00525	0.041602	0.03052	0.003132	-0.016089	0.014016
S_01662	tropical_japonica	-0.11001	0.209545	-0.028221	-0.001406	-0.012106	-0.022512	0.007355	-0.021688	-0.002267	0.001968
S_01663	tropical_japonica	-0.15321	0.161587	-0.024877	0.025616	-0.010768	0.043333	0.002352	0.025272	0.026105	-0.012574
S_01664	tropical_japonica	-0.199432	0.126749	-0.006217	-0.000404	-0.020788	0.002283	0.000266	-0.039389	-0.0083	-0.010229
S_01665	tropical_japonica	-0.221099	0.229196	-0.032063	-0.019982	0.001329	-0.00516	0.010941	0.032663	0.037772	0.004026
S_01666	tropical_japonica	-0.211418	0.158757	-0.025184	0.026799	0.046289	-0.017173	-0.018235	-0.011305	0.003546	0.001794
S_01667	tropical_japonica	-0.205665	0.095682	0.029274	-0.00512	-0.007756	0.004133	0.028777	0.002363	0.014574	-0.008479
S_01668	tropical_japonica	-0.169626	0.152504	0.034059	-0.053132	0.002568	0.016082	0.008869	-0.023355	0.022271	0.016303
S_01669	tropical_japonica	-0.131834	0.112744	0.003162	-0.022295	-0.003447	-0.000497	0.004869	-0.033447	-0.022806	0.01075
S_01670	tropical_japonica	-0.194049	0.166727	-0.025295	-0.005537	-0.008496	-0.008164	-0.027442	-0.021825	-0.024539	-0.004355
S_01671	tropical_japonica	-0.239827	0.121837	-0.006624	-0.00754	-0.029774	-0.005513	-0.022096	-0.026998	0.004478	0.002199
S_01672	tropical_japonica	-0.170901	0.095313	-0.025129	0.029228	-0.038641	-0.017991	0.02659	0.003933	0.033557	0.034197
S_01673	tropical_japonica	-0.122264	0.213325	0.001656	-0.018773	0.016496	-0.022925	-0.033352	-0.017609	0.001331	0.003173
S_01674	tropical_japonica	-0.128332	0.133755	0.04793	0.001761	0.015323	-0.011532	0.004988	0.005968	-0.017546	0.004389
S_01675	tropical_japonica	-0.233115	0.249762	-0.021425	0.005419	-0.008128	-0.028692	0.010862	0.012794	-0.028052	-0.020959
S_01676	tropical_japonica	-0.129682	0.181786	0.012862	-0.021815	-0.005189	0.026896	-0.039694	-0.025974	-0.011481	0.004905
S_01677	tropical_japonica	-0.116288	0.228482	-0.013446	0.022976	-0.034678	0.011442	0.032561	-0.029951	-0.002917	0.032298
S_01678	tropical_japonica	-0.189553	0.166688	0.008202	-0.016529	-0.00625	0.022215	0.008924	-0.015089	0.001916	-0.01022
S_01679	tropical_japonica	-0.172519	0.120669	0.010711	-0.015853	0.015254	-0.02754	0.032354	0.003688	0.018613	0.007829
S_01680	tropical_japonica	-0.097967	0.096875	-0.041424	0.026285	-0.013332	0.003481	0.02547	0.029264	-0.012286	0.002344
S_01681	tropical_japonica	-0.155902	0.193075	-0.015062	0.028191	0.000471	-0.001958	0.020549	0.012853	0.034696	-0.012412
S_01682	tropical_japonica	-0.157765	0.207041	-0.003046	-0.014514	0.013675	0.015759	-0.03583	0.029836	0.031635	-0.016321
S_01683	tropical_japonica	-0.224375	0.180258	0.017351	0.006734	-0.028597	-0.011837	0.008311	-0.00277	-0.04843	-0.024432
S_01684	tropical_japonica	-0.256143	0.084493	0.007251	-0.00632	0.003435	-0.007765	0.003218	0.007557	0.024079	-0.02258
S_01685	tropical_japonica	-0.174836	0.227132	0.001804	-0.006365	-0.012093	-0.005646	0.007506	0.001571	-0.015717	0.007373
S_01686	tropical_japonica	-0.070439	0.152801	-0.001254	0.031038	0.00849	-0.000643	-0.035066	-0.000921	-0.016482	-0.006739
S_01687	tropical_japonica	-0.209744	0.224054	0.016399	0.02004	-0.026291	0.005303	-0.035892	-0.017747	-0.009042	0.005571
S_01688	tropical_japonica	-0.192205	0.258758	0.002072	-0.020554	-0.00549	-0.050317	0.006423	-0.023175	0.014316	0.017585
S_01689	tropical_japonica	-0.158262	0.061819	0.0374	0.021377	-0.001182	-0.007569	-0.000299	0.00609	-0.015328	0.020604
S_01690	tropical_japonica	-0.212361	0.120811	0.009163	0.020526	-0.015402	0.050894	0.006781	-0.03157	-0.022535	0.009276
S_01691	tropical_japonica	-0.161484	0.118431	0.007915	-0.008286	-0.020041	-0.003815	-0.003619	0.024861	0.020552	0.005128
S_01692	tropical_japonica	-0.166648	0.197172	0.067046	-0.004334	0.035814	-0.029252	-0.025169	-0.000535	0.017136	-0.003529
S_01693	tropical_japonica	-0.17241	0.246165	0.00835	-0.026964	0.011977	-0.016526	0.004037	0.004751	-0.010938	0.018765
S_01694	tropical_japonica	-0.222288	0.154872	0.017969	0.005854	-0.013602	-0.012753	-0.013231	0.015156	0.003469	0.012224
S_01695	tropical_japonica	-0.158673	0.086104	-0.01742	-0.004571	0.000935	-0.009476	-0.031001	0.001289	-0.003598	-0.029403
S_01696	tropical_japonica	-0.266208	0.084385	0.006758	0.004893	0.028096	0.020444	0.008326	-0.003212	0.003913	-0.000338
S_01697	tropical_japonica	-0.205479	0.17636	0.028315	-0.010714	0.029376	0.010365	0.002158	0.003822	-0.003954	-0.018847
S_01698	tropical_japonica	-0.178257	0.227639	0.028205	-0.012806	0.010822	0.006232	0.00831	3.4e-05	0.01417	0.01612
S_01699	tropical_japonica	-0.219339	0.218374	-0.037122	-0.016311	0.010915	0.004284	-0.031806	0.018094	0.007082	-0.003953
S_01700	tropical_japonica	-0.162137	0.162831	-0.002425	-0.012486	0.03768	-0.036054	-0.017171	-0.025156	-0.001714	0.028294
S_01701	tropical_japonica	-0.195795	0.133984	-0.010138	0.048924	-0.033997	0.001643	-0.010955	-0.037	-0.024645	0.005721
S_01702	tropical_japonica	-0.120572	0.111123	-0.016133	-0.010222	0.014257	0.002539	4.6e-05	-0.007377	0.019936	0.001219
S_01703	tropical_japonica	-0.12422	0.12478	0.033818	-0.006488	0.030521	0.002345	-0.001364	-0.000739	-0.027267	0.038432
S_01704	tropical_japonica	-0.151385	0.107827	-0.030955	-0.001261	0.000473	-0.007283	-0.027075	-0.007455	0.042093	-0.026766
S_01705	tropical_japonica	-0.144781	0.139473	-0.03158	-0.027974	0.018271	-0.00471	0.000935	-0.014917	-0.018161	0.018437
S_01706	tropical_japonica	-0.160246	0.177174	0.006317	0.003004	0.025292	-0.005862	-0.025399	-0.01347	-0.01694	0.012672
S_01707	tropical_japonica	-0.112374	0.097236	0.023463	0.009084	-0.004673	-0.022304	0.029665	0.008435	0.0012	0.022807
S_01708	tropical_japonica	-0.194537	0.212064	-0.010412	-0.04897	-0.013622	-0.022139	-0.006396	0.025595	0.018873	-0.004446
S_01709	tropical_japonica	-0.186456	0.145439	-0.019423	0.001127	0.006759	-0.009545	-0.006609	0.01237	-0.025207	-0.027837
S_01710	tropical_japonica	-0.158065	0.156261	-0.011155	0.010544	0.010253	-0.007563	0.019544	0.015312	0.002872	0.006498
S_01711	tropical_japonica	-0.143232	0.24631	-0.003349	-0.010876	0.00419	-0.016633	0.004699	-0.005979	-0.000409	-0.00508
S_01712	tropical_japonica	-0.091003	0.166541	-0.026498	0.014189	-0.001314	0.001668	0.00224	-0.024859	0.020461	-0.012358
S_01713	tropical_japonica	-0.18582	0.168721	0.00705	-0.004932	-0.011006	0.008808	0.030068	0.034576	-0.00594	0.029532
S_01714	tropical_japonica	-0.084899	0.114198	-0.032265	0.009037	0.025495	-0.000637	0.021768	-0.002469	0.024772	-0.031036
S_01715	tropical_japonica	-0.133664	0.174789	-0.017465	-0.011645	0.003056	0.005357	0.014192	-0.004293	-0.019695	-0.036385
S_01716	tropical_japonica	-0.158569	0.049251	0.012119	0.014927	-0.007978	-0.001042	-0.02168	0.005285	0.026599	0.004155
S_01717	tropical_japonica	-0.136367	0.142349	0.015461	0.009926	0.016595	0.026929	-0.012	-0.00396	-0.045663	0.020982
S_01718	tropical_japonica	-0.119446	0.190419	-0.001873	-0.012101	-0.026392	0.035118	0.005404	-0.023701	0.027035	-0.01719
S_01719	tropical_japonica	-0.210446	0.08649	-0.03149	0.013925	-0.013783	-0.000271	-0.017472	0.018274	0.023231	0.013068
S_01720	tropical_japonica	-0.216922	0.213667	-0.008267	-0.020982	-0.002537	-0.008527	-0.005662	-0.002079	0.059392	0.01944
S_01721	tropical_japonica	-0.205302	0.170972	-0.035477	-0.007925	-0.011083	-0.008472	-0.018548	-0.005705	0.022305	-0.008412
S_01722	tropical_japonica	-0.274032	0.092803	0.005323	-0.015171	0.016759	-0.004141	0.008483	0.002959	-0.012089	-0.00106
S_01723	tropical_japonica	-0.186303	0.114216	0.023875	0.008422	-0.018604	-0.016411	-0.026968	-0.02706	0.003945	0.029212
S_01724	tropical_japonica	-0.167103	0.171471	-0.003964	0.022775	-0.002478	0.01356	0.022517	0.024491	-0.009524	-0.001502
S_01725	tropical_japonica	-0.288806	0.196758	-0.017303	0.020942	0.000949	0.002703	0.019677	0.02006	0.005406	0.000444
S_01726	tropical_japonica	-0.18306	0.15653	0.02848	-0.01188	0.002052	0.010407	-0.004843	-0.022976	0.006158	-0.008421
S_01727	tropical_japonica	-0.162211	0.117462	-0.001167	-0.0057	0.001777	-0.010433	0.015048	0.010025	0.014629	0.004454
S_01728	tropical_japonica	-0.16392	0.208783	0.008332	-0.016383	0.003871	-0.013962	0.010424	-0.019487	-0.026668	0.034
S_01729	tropical_japonica	-0.139279	0.174851	0.005184	0.005663	0.011764	0.001706	-0.01691	-0.011998	0.022632	-0.020345
S_01730	tropical_japonica	-0.189543	0.089501	-0.019733	0.018974	0.00754	-0.009044	-0.000143	-0.024607	0.025669	0.023903
S_01731	tropical_japonica	-0.194693	0.23134	-0.001894	-0.037061	0.018068	0.008074	0.013571	0.022053	0.004281	-0.012776
S_01732	tropical_japonica	-0.147361	0.178534	-0.019123	-0.000131	-0.017954	-0.006743	0.020818	-0.032247	0.018564	-0.012209
S_01733	tropical_japonica	-0.18506	0.043781	-0.023055	0.020803	0.007583	-0.003576	-0.01995	-0.001525	-0.010973	0.012984
S_01734	tropical_japonica	-0.205217	0.219072	-0.000869	0.029206	-0.01981	0.007703	0.030147	-0.003867	-0.010233	-0.007902
S_01735	tropical_japonica	-0.179334	0.189855	0.02883	0.001548	-0.015736	0.015359	0.008358	0.008842	0.027408	0.030966
S_01736	tropical_japonica	-0.158105	0.168283	0.008432	0.011137	-0.009217	0.005774	0.008713	-0.016149	-0.017407	-0.025457
S_01737	tropical_japonica	-0.189776	0.168587	-0.016774	-0.035173	-0.032644	-0.03761	-0.022787	-0.004914	0.048835	-0.004205
